run,fitness,omega,c1,c2
6,11376737740.661835,0.7,1.4,1.4
6,6286980554.79087,0.7,1.4,1.4
6,6286980554.79087,0.7,1.4,1.4
6,1895522056.482969,0.7,1.4,1.4
6,1417578095.7228038,0.7,1.4,1.4
6,784697968.5707313,0.7,1.4,1.4
6,784697968.5707313,0.7,1.4,1.4
6,784697968.5707313,0.7,1.4,1.4
6,784697968.5707313,0.7,1.4,1.4
6,784697968.5707313,0.7,1.4,1.4
6,351000264.99725735,0.7,1.4,1.4
6,107594243.17723069,0.7,1.4,1.4
6,48321440.6076165,0.7,1.4,1.4
6,48321440.6076165,0.7,1.4,1.4
6,41313620.19615198,0.7,1.4,1.4
6,23436221.72570541,0.7,1.4,1.4
6,23436221.72570541,0.7,1.4,1.4
6,13509970.28007229,0.7,1.4,1.4
6,10389462.935407175,0.7,1.4,1.4
6,7124772.767250789,0.7,1.4,1.4
6,7124772.767250789,0.7,1.4,1.4
6,6856274.552862353,0.7,1.4,1.4
6,5748661.011982846,0.7,1.4,1.4
6,5643441.326465643,0.7,1.4,1.4
6,4612435.735973474,0.7,1.4,1.4
6,4463439.732839143,0.7,1.4,1.4
6,2599821.090600986,0.7,1.4,1.4
6,1888258.9510038095,0.7,1.4,1.4
6,948101.7227012523,0.7,1.4,1.4
6,829748.9195669764,0.7,1.4,1.4
6,147996.93143099596,0.7,1.4,1.4
6,147996.93143099596,0.7,1.4,1.4
6,147996.93143099596,0.7,1.4,1.4
6,133557.98586145983,0.7,1.4,1.4
6,32519.939614941082,0.7,1.4,1.4
6,32519.939614941082,0.7,1.4,1.4
6,6388.178777797149,0.7,1.4,1.4
6,6388.178777797149,0.7,1.4,1.4
6,6388.178777797149,0.7,1.4,1.4
6,4785.712034712658,0.7,1.4,1.4
6,4785.712034712658,0.7,1.4,1.4
6,4415.2828897921345,0.7,1.4,1.4
6,4415.2828897921345,0.7,1.4,1.4
6,3154.5606867623424,0.7,1.4,1.4
6,3154.5606867623424,0.7,1.4,1.4
6,2166.295719094964,0.7,1.4,1.4
6,776.9678959206557,0.7,1.4,1.4
6,466.9406178007061,0.7,1.4,1.4
6,351.69715254519235,0.7,1.4,1.4
6,351.69715254519235,0.7,1.4,1.4
6,330.55088794720774,0.7,1.4,1.4
6,330.01047275432757,0.7,1.4,1.4
6,326.9724775432161,0.7,1.4,1.4
6,216.79463151101072,0.7,1.4,1.4
6,199.76639113313288,0.7,1.4,1.4
6,199.76639113313288,0.7,1.4,1.4
6,197.16790744662367,0.7,1.4,1.4
6,197.16790744662367,0.7,1.4,1.4
6,197.16790744662367,0.7,1.4,1.4
6,193.2648959452646,0.7,1.4,1.4
6,193.2648959452646,0.7,1.4,1.4
6,139.61770889950043,0.7,1.4,1.4
6,139.61770889950043,0.7,1.4,1.4
6,139.61770889950043,0.7,1.4,1.4
6,139.61770889950043,0.7,1.4,1.4
6,139.61770889950043,0.7,1.4,1.4
6,138.3810177308994,0.7,1.4,1.4
6,120.07813067697703,0.7,1.4,1.4
6,99.93591376450239,0.7,1.4,1.4
6,99.93591376450239,0.7,1.4,1.4
6,99.93591376450239,0.7,1.4,1.4
6,99.93591376450239,0.7,1.4,1.4
6,96.46549715579806,0.7,1.4,1.4
6,96.46549715579806,0.7,1.4,1.4
6,96.46549715579806,0.7,1.4,1.4
6,96.46549715579806,0.7,1.4,1.4
6,96.46549715579806,0.7,1.4,1.4
6,95.82914099749509,0.7,1.4,1.4
6,94.96131598556532,0.7,1.4,1.4
6,93.68620081387407,0.7,1.4,1.4
6,91.63983041406965,0.7,1.4,1.4
6,89.0696626847103,0.7,1.4,1.4
6,89.0696626847103,0.7,1.4,1.4
6,88.15932700664442,0.7,1.4,1.4
6,87.15433618795016,0.7,1.4,1.4
6,85.59290741568522,0.7,1.4,1.4
6,85.59290741568522,0.7,1.4,1.4
6,84.97022384095038,0.7,1.4,1.4
6,84.97022384095038,0.7,1.4,1.4
6,84.97022384095038,0.7,1.4,1.4
6,84.2169453484039,0.7,1.4,1.4
6,84.14028683877483,0.7,1.4,1.4
6,83.522146618098,0.7,1.4,1.4
6,83.522146618098,0.7,1.4,1.4
6,83.522146618098,0.7,1.4,1.4
6,83.522146618098,0.7,1.4,1.4
6,83.47194117950625,0.7,1.4,1.4
6,83.47194117950625,0.7,1.4,1.4
6,83.2874778577887,0.7,1.4,1.4
6,83.22783547849914,0.7,1.4,1.4
7,14413751793.151764,0.7,1.4,1.4
7,3960013288.2774124,0.7,1.4,1.4
7,3960013288.2774124,0.7,1.4,1.4
7,2471005374.1926937,0.7,1.4,1.4
7,2188371093.317061,0.7,1.4,1.4
7,2188371093.317061,0.7,1.4,1.4
7,2188371093.317061,0.7,1.4,1.4
7,1287283823.6732345,0.7,1.4,1.4
7,364195987.97501767,0.7,1.4,1.4
7,207228917.72080177,0.7,1.4,1.4
7,207228917.72080177,0.7,1.4,1.4
7,99925760.09314469,0.7,1.4,1.4
7,99925760.09314469,0.7,1.4,1.4
7,99925760.09314469,0.7,1.4,1.4
7,99925760.09314469,0.7,1.4,1.4
7,58786969.55273442,0.7,1.4,1.4
7,42507098.58684606,0.7,1.4,1.4
7,15846636.21183147,0.7,1.4,1.4
7,15846636.21183147,0.7,1.4,1.4
7,9456333.279598987,0.7,1.4,1.4
7,9456333.279598987,0.7,1.4,1.4
7,7920700.54015679,0.7,1.4,1.4
7,5256141.086444146,0.7,1.4,1.4
7,389301.4996577888,0.7,1.4,1.4
7,389301.4996577888,0.7,1.4,1.4
7,389301.4996577888,0.7,1.4,1.4
7,389301.4996577888,0.7,1.4,1.4
7,205444.0084609165,0.7,1.4,1.4
7,205444.0084609165,0.7,1.4,1.4
7,205444.0084609165,0.7,1.4,1.4
7,189248.26695996025,0.7,1.4,1.4
7,82817.2082163381,0.7,1.4,1.4
7,10865.167261393473,0.7,1.4,1.4
7,10865.167261393473,0.7,1.4,1.4
7,10865.167261393473,0.7,1.4,1.4
7,10865.167261393473,0.7,1.4,1.4
7,10865.167261393473,0.7,1.4,1.4
7,10865.167261393473,0.7,1.4,1.4
7,10865.167261393473,0.7,1.4,1.4
7,10865.167261393473,0.7,1.4,1.4
7,10865.167261393473,0.7,1.4,1.4
7,8886.74809279852,0.7,1.4,1.4
7,8886.74809279852,0.7,1.4,1.4
7,8886.74809279852,0.7,1.4,1.4
7,8886.74809279852,0.7,1.4,1.4
7,6874.79319413625,0.7,1.4,1.4
7,4544.384603111925,0.7,1.4,1.4
7,4544.384603111925,0.7,1.4,1.4
7,3289.796466434976,0.7,1.4,1.4
7,3289.796466434976,0.7,1.4,1.4
7,3289.796466434976,0.7,1.4,1.4
7,3132.9390567239457,0.7,1.4,1.4
7,2629.0433137243926,0.7,1.4,1.4
7,2254.674923441266,0.7,1.4,1.4
7,1733.0519489537965,0.7,1.4,1.4
7,1599.6702554177793,0.7,1.4,1.4
7,1507.4355049192043,0.7,1.4,1.4
7,1415.218329013047,0.7,1.4,1.4
7,1361.088398950793,0.7,1.4,1.4
7,1361.088398950793,0.7,1.4,1.4
7,1361.088398950793,0.7,1.4,1.4
7,1361.088398950793,0.7,1.4,1.4
7,1308.2396870525154,0.7,1.4,1.4
7,1292.3241244637052,0.7,1.4,1.4
7,1292.3241244637052,0.7,1.4,1.4
7,1214.4345371900513,0.7,1.4,1.4
7,1193.0935516174754,0.7,1.4,1.4
7,1127.9336397508066,0.7,1.4,1.4
7,1120.1067822552318,0.7,1.4,1.4
7,1109.0704580040308,0.7,1.4,1.4
7,1109.0704580040308,0.7,1.4,1.4
7,1080.5776818326567,0.7,1.4,1.4
7,1048.293687125254,0.7,1.4,1.4
7,1048.293687125254,0.7,1.4,1.4
7,1030.7218285903002,0.7,1.4,1.4
7,1030.7218285903002,0.7,1.4,1.4
7,1029.827671657663,0.7,1.4,1.4
7,1029.8192364274946,0.7,1.4,1.4
7,1029.8192364274946,0.7,1.4,1.4
7,1029.8192364274946,0.7,1.4,1.4
7,1028.7147246596342,0.7,1.4,1.4
7,1028.7147246596342,0.7,1.4,1.4
7,1028.7147246596342,0.7,1.4,1.4
7,1026.002813825534,0.7,1.4,1.4
7,1025.3044349045945,0.7,1.4,1.4
7,1025.0760627344373,0.7,1.4,1.4
7,1021.2712847278536,0.7,1.4,1.4
7,1021.2712847278536,0.7,1.4,1.4
7,1021.2712847278536,0.7,1.4,1.4
7,1020.0493721905938,0.7,1.4,1.4
7,1020.0493721905938,0.7,1.4,1.4
7,1020.0493721905938,0.7,1.4,1.4
7,1020.0493721905938,0.7,1.4,1.4
7,1019.5254465924245,0.7,1.4,1.4
7,1019.5254465924245,0.7,1.4,1.4
7,1019.2177867289142,0.7,1.4,1.4
7,1019.2177867289142,0.7,1.4,1.4
7,1018.5819042014474,0.7,1.4,1.4
7,1017.0830948389123,0.7,1.4,1.4
7,1016.6694745508737,0.7,1.4,1.4
8,17274631965.221695,0.7,1.4,1.4
8,3134338516.155422,0.7,1.4,1.4
8,1786829047.7220519,0.7,1.4,1.4
8,445688862.2967749,0.7,1.4,1.4
8,445688862.2967749,0.7,1.4,1.4
8,445688862.2967749,0.7,1.4,1.4
8,445688862.2967749,0.7,1.4,1.4
8,173749935.90611967,0.7,1.4,1.4
8,11042916.914394766,0.7,1.4,1.4
8,11042916.914394766,0.7,1.4,1.4
8,11042916.914394766,0.7,1.4,1.4
8,11042916.914394766,0.7,1.4,1.4
8,5160251.647545001,0.7,1.4,1.4
8,779139.5944878861,0.7,1.4,1.4
8,779139.5944878861,0.7,1.4,1.4
8,582231.3594215616,0.7,1.4,1.4
8,582231.3594215616,0.7,1.4,1.4
8,582231.3594215616,0.7,1.4,1.4
8,455980.8222571688,0.7,1.4,1.4
8,455980.8222571688,0.7,1.4,1.4
8,203680.54034512243,0.7,1.4,1.4
8,203680.54034512243,0.7,1.4,1.4
8,203680.54034512243,0.7,1.4,1.4
8,124461.65197580936,0.7,1.4,1.4
8,102824.46429882449,0.7,1.4,1.4
8,102824.46429882449,0.7,1.4,1.4
8,102824.46429882449,0.7,1.4,1.4
8,66808.26230950968,0.7,1.4,1.4
8,66808.26230950968,0.7,1.4,1.4
8,34323.183665176,0.7,1.4,1.4
8,12998.602933610007,0.7,1.4,1.4
8,12998.602933610007,0.7,1.4,1.4
8,4124.439946302138,0.7,1.4,1.4
8,4124.439946302138,0.7,1.4,1.4
8,4124.439946302138,0.7,1.4,1.4
8,4124.439946302138,0.7,1.4,1.4
8,2855.600558351598,0.7,1.4,1.4
8,2541.296792747478,0.7,1.4,1.4
8,1774.7619115022658,0.7,1.4,1.4
8,1086.294851634059,0.7,1.4,1.4
8,1086.294851634059,0.7,1.4,1.4
8,1086.294851634059,0.7,1.4,1.4
8,963.4765870661213,0.7,1.4,1.4
8,897.5624065878511,0.7,1.4,1.4
8,856.5720609792484,0.7,1.4,1.4
8,856.5720609792484,0.7,1.4,1.4
8,856.5720609792484,0.7,1.4,1.4
8,856.5720609792484,0.7,1.4,1.4
8,837.0697200304589,0.7,1.4,1.4
8,826.9291629530074,0.7,1.4,1.4
8,826.9291629530074,0.7,1.4,1.4
8,823.515092935054,0.7,1.4,1.4
8,783.6023284186416,0.7,1.4,1.4
8,783.6023284186416,0.7,1.4,1.4
8,783.6023284186416,0.7,1.4,1.4
8,782.5272879850198,0.7,1.4,1.4
8,773.1940778503673,0.7,1.4,1.4
8,737.9158562424366,0.7,1.4,1.4
8,737.9158562424366,0.7,1.4,1.4
8,737.9158562424366,0.7,1.4,1.4
8,730.3387312914355,0.7,1.4,1.4
8,730.3387312914355,0.7,1.4,1.4
8,730.3387312914355,0.7,1.4,1.4
8,727.5359569925973,0.7,1.4,1.4
8,727.5359569925973,0.7,1.4,1.4
8,727.5359569925973,0.7,1.4,1.4
8,727.5359569925973,0.7,1.4,1.4
8,726.0198728023688,0.7,1.4,1.4
8,724.054727420701,0.7,1.4,1.4
8,721.0491650207376,0.7,1.4,1.4
8,721.0491650207376,0.7,1.4,1.4
8,720.7079599637715,0.7,1.4,1.4
8,718.8038569320966,0.7,1.4,1.4
8,717.5496661325875,0.7,1.4,1.4
8,717.2068254289252,0.7,1.4,1.4
8,716.024222485344,0.7,1.4,1.4
8,713.1746543719266,0.7,1.4,1.4
8,713.1746543719266,0.7,1.4,1.4
8,712.9165377625155,0.7,1.4,1.4
8,712.9165377625155,0.7,1.4,1.4
8,712.4589837356201,0.7,1.4,1.4
8,712.1102130741076,0.7,1.4,1.4
8,710.3905256888098,0.7,1.4,1.4
8,710.3905256888098,0.7,1.4,1.4
8,709.9429510776934,0.7,1.4,1.4
8,709.8217665043322,0.7,1.4,1.4
8,709.6542326204884,0.7,1.4,1.4
8,709.645403938802,0.7,1.4,1.4
8,709.4064198329927,0.7,1.4,1.4
8,709.0996584082937,0.7,1.4,1.4
8,708.8267466635235,0.7,1.4,1.4
8,706.5666449730201,0.7,1.4,1.4
8,704.2734254577439,0.7,1.4,1.4
8,701.4035980795079,0.7,1.4,1.4
8,699.1607439649799,0.7,1.4,1.4
8,697.0146065144323,0.7,1.4,1.4
8,694.1451391130231,0.7,1.4,1.4
8,691.9963803566168,0.7,1.4,1.4
8,684.8278212122691,0.7,1.4,1.4
8,675.9644738760935,0.7,1.4,1.4
9,8773445220.79431,0.7,1.4,1.4
9,2214353792.565616,0.7,1.4,1.4
9,2214353792.565616,0.7,1.4,1.4
9,437383873.56275463,0.7,1.4,1.4
9,437383873.56275463,0.7,1.4,1.4
9,437383873.56275463,0.7,1.4,1.4
9,437383873.56275463,0.7,1.4,1.4
9,174507046.30633497,0.7,1.4,1.4
9,147048313.95264757,0.7,1.4,1.4
9,147048313.95264757,0.7,1.4,1.4
9,119142271.40889478,0.7,1.4,1.4
9,41643162.45272895,0.7,1.4,1.4
9,18947106.125537354,0.7,1.4,1.4
9,12076960.760016125,0.7,1.4,1.4
9,12076960.760016125,0.7,1.4,1.4
9,12076960.760016125,0.7,1.4,1.4
9,12076960.760016125,0.7,1.4,1.4
9,1554130.4438309392,0.7,1.4,1.4
9,1554130.4438309392,0.7,1.4,1.4
9,1554130.4438309392,0.7,1.4,1.4
9,1349077.2760783415,0.7,1.4,1.4
9,1349077.2760783415,0.7,1.4,1.4
9,1349077.2760783415,0.7,1.4,1.4
9,1089839.3606791035,0.7,1.4,1.4
9,592492.545793734,0.7,1.4,1.4
9,540202.3049992464,0.7,1.4,1.4
9,479322.4641392835,0.7,1.4,1.4
9,440300.1471388114,0.7,1.4,1.4
9,440300.1471388114,0.7,1.4,1.4
9,435330.18995464174,0.7,1.4,1.4
9,391243.4170891738,0.7,1.4,1.4
9,347377.04636065965,0.7,1.4,1.4
9,210606.35053555446,0.7,1.4,1.4
9,143609.42823467782,0.7,1.4,1.4
9,58194.04467221231,0.7,1.4,1.4
9,38654.35182453583,0.7,1.4,1.4
9,14664.622669340117,0.7,1.4,1.4
9,11829.467399978508,0.7,1.4,1.4
9,7600.857898920057,0.7,1.4,1.4
9,4182.892226505904,0.7,1.4,1.4
9,2959.73738574223,0.7,1.4,1.4
9,2489.088421486434,0.7,1.4,1.4
9,1659.0848511706931,0.7,1.4,1.4
9,1010.9150386880353,0.7,1.4,1.4
9,1010.9150386880353,0.7,1.4,1.4
9,1010.9150386880353,0.7,1.4,1.4
9,1010.9150386880353,0.7,1.4,1.4
9,855.8457377395291,0.7,1.4,1.4
9,602.5105701138915,0.7,1.4,1.4
9,484.0258250178834,0.7,1.4,1.4
9,319.424425909348,0.7,1.4,1.4
9,257.5318905934971,0.7,1.4,1.4
9,185.57217445492844,0.7,1.4,1.4
9,132.10130754803603,0.7,1.4,1.4
9,118.31097557881911,0.7,1.4,1.4
9,81.8256756414864,0.7,1.4,1.4
9,49.86965968595363,0.7,1.4,1.4
9,40.767749531294264,0.7,1.4,1.4
9,40.767749531294264,0.7,1.4,1.4
9,40.767749531294264,0.7,1.4,1.4
9,40.767749531294264,0.7,1.4,1.4
9,24.53183236648755,0.7,1.4,1.4
9,24.53183236648755,0.7,1.4,1.4
9,24.07535067674511,0.7,1.4,1.4
9,19.560671883224604,0.7,1.4,1.4
9,19.560671883224604,0.7,1.4,1.4
9,17.48874608565341,0.7,1.4,1.4
9,14.790447045197688,0.7,1.4,1.4
9,14.635475089410011,0.7,1.4,1.4
9,14.635475089410011,0.7,1.4,1.4
9,13.308266844508555,0.7,1.4,1.4
9,11.565352169190017,0.7,1.4,1.4
9,9.639189731316089,0.7,1.4,1.4
9,9.639189731316089,0.7,1.4,1.4
9,9.639189731316089,0.7,1.4,1.4
9,9.639189731316089,0.7,1.4,1.4
9,9.086960152225426,0.7,1.4,1.4
9,8.847136819712256,0.7,1.4,1.4
9,8.847136819712256,0.7,1.4,1.4
9,8.847136819712256,0.7,1.4,1.4
9,8.768639859337366,0.7,1.4,1.4
9,8.768639859337366,0.7,1.4,1.4
9,8.506599568635828,0.7,1.4,1.4
9,8.006091546489346,0.7,1.4,1.4
9,8.006091546489346,0.7,1.4,1.4
9,8.006091546489346,0.7,1.4,1.4
9,8.006091546489346,0.7,1.4,1.4
9,7.978580336309308,0.7,1.4,1.4
9,7.872375930151665,0.7,1.4,1.4
9,7.872375930151665,0.7,1.4,1.4
9,7.838781926168753,0.7,1.4,1.4
9,7.673660963974391,0.7,1.4,1.4
9,7.673660963974391,0.7,1.4,1.4
9,7.673660963974391,0.7,1.4,1.4
9,7.647473587484666,0.7,1.4,1.4
9,7.617703354128941,0.7,1.4,1.4
9,7.603555372893653,0.7,1.4,1.4
9,7.522518623299018,0.7,1.4,1.4
9,7.4354594603101045,0.7,1.4,1.4
9,7.347271300800608,0.7,1.4,1.4
10,2957172130.184019,0.7,1.4,1.4
10,2128004071.8698761,0.7,1.4,1.4
10,1916312163.2607284,0.7,1.4,1.4
10,1916312163.2607284,0.7,1.4,1.4
10,1916312163.2607284,0.7,1.4,1.4
10,1328651057.8423433,0.7,1.4,1.4
10,305366687.89380056,0.7,1.4,1.4
10,213853561.11179197,0.7,1.4,1.4
10,86541873.83711544,0.7,1.4,1.4
10,86541873.83711544,0.7,1.4,1.4
10,86541873.83711544,0.7,1.4,1.4
10,18520131.879348718,0.7,1.4,1.4
10,18106651.70618818,0.7,1.4,1.4
10,18106651.70618818,0.7,1.4,1.4
10,18106651.70618818,0.7,1.4,1.4
10,6724820.594486404,0.7,1.4,1.4
10,6042943.324999707,0.7,1.4,1.4
10,6042943.324999707,0.7,1.4,1.4
10,6042943.324999707,0.7,1.4,1.4
10,6042943.324999707,0.7,1.4,1.4
10,6042943.324999707,0.7,1.4,1.4
10,6042943.324999707,0.7,1.4,1.4
10,3382327.4398479685,0.7,1.4,1.4
10,1099034.6343802123,0.7,1.4,1.4
10,714159.5970376874,0.7,1.4,1.4
10,680679.6978975937,0.7,1.4,1.4
10,432672.64133166574,0.7,1.4,1.4
10,353515.64076877077,0.7,1.4,1.4
10,335993.6133268054,0.7,1.4,1.4
10,273772.92841707316,0.7,1.4,1.4
10,119525.47218386833,0.7,1.4,1.4
10,108276.26670359926,0.7,1.4,1.4
10,89099.4267940285,0.7,1.4,1.4
10,60421.12935574504,0.7,1.4,1.4
10,44869.386080176955,0.7,1.4,1.4
10,9789.9947583728,0.7,1.4,1.4
10,9789.9947583728,0.7,1.4,1.4
10,8360.308519336484,0.7,1.4,1.4
10,8360.308519336484,0.7,1.4,1.4
10,8360.308519336484,0.7,1.4,1.4
10,4881.3015663278975,0.7,1.4,1.4
10,3293.770545676552,0.7,1.4,1.4
10,1229.119334341245,0.7,1.4,1.4
10,1229.119334341245,0.7,1.4,1.4
10,727.3443444379542,0.7,1.4,1.4
10,727.3443444379542,0.7,1.4,1.4
10,727.3443444379542,0.7,1.4,1.4
10,481.80244747698157,0.7,1.4,1.4
10,423.8281401368101,0.7,1.4,1.4
10,423.8281401368101,0.7,1.4,1.4
10,423.8281401368101,0.7,1.4,1.4
10,368.8185875116016,0.7,1.4,1.4
10,235.4656995328726,0.7,1.4,1.4
10,235.4656995328726,0.7,1.4,1.4
10,235.4656995328726,0.7,1.4,1.4
10,205.14909109938213,0.7,1.4,1.4
10,205.14909109938213,0.7,1.4,1.4
10,163.92574279852838,0.7,1.4,1.4
10,163.92574279852838,0.7,1.4,1.4
10,144.06766857179045,0.7,1.4,1.4
10,114.79953475444715,0.7,1.4,1.4
10,104.78334349320122,0.7,1.4,1.4
10,104.78334349320122,0.7,1.4,1.4
10,82.64977895589222,0.7,1.4,1.4
10,82.64977895589222,0.7,1.4,1.4
10,82.64977895589222,0.7,1.4,1.4
10,72.3426679182679,0.7,1.4,1.4
10,46.26789685708856,0.7,1.4,1.4
10,45.158400241841335,0.7,1.4,1.4
10,26.56531842952279,0.7,1.4,1.4
10,26.56531842952279,0.7,1.4,1.4
10,26.56531842952279,0.7,1.4,1.4
10,13.32203566548624,0.7,1.4,1.4
10,11.625528894337892,0.7,1.4,1.4
10,11.625528894337892,0.7,1.4,1.4
10,9.940448512688578,0.7,1.4,1.4
10,9.940448512688578,0.7,1.4,1.4
10,9.940448512688578,0.7,1.4,1.4
10,8.251359361888838,0.7,1.4,1.4
10,8.251359361888838,0.7,1.4,1.4
10,6.772607599777919,0.7,1.4,1.4
10,6.772607599777919,0.7,1.4,1.4
10,6.772607599777919,0.7,1.4,1.4
10,5.832617185801835,0.7,1.4,1.4
10,5.832617185801835,0.7,1.4,1.4
10,5.747322454572727,0.7,1.4,1.4
10,5.092435999510342,0.7,1.4,1.4
10,5.092435999510342,0.7,1.4,1.4
10,5.092435999510342,0.7,1.4,1.4
10,4.9421827747096785,0.7,1.4,1.4
10,4.9421827747096785,0.7,1.4,1.4
10,4.9421827747096785,0.7,1.4,1.4
10,4.9421827747096785,0.7,1.4,1.4
10,4.926850289794715,0.7,1.4,1.4
10,4.9190867107585445,0.7,1.4,1.4
10,4.874095166812682,0.7,1.4,1.4
10,4.857496902046988,0.7,1.4,1.4
10,4.857496902046988,0.7,1.4,1.4
10,4.857496902046988,0.7,1.4,1.4
10,4.854124907380343,0.7,1.4,1.4
